trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.01, 'e': 0.15723716631362761}",25,7,25.545728940322746,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.01, 'e': 0.15567263036799731}",25,19,10.342393026486082,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.01, 'e': 0.1541236618151314}",20,16,8.000833498313717,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.01, 'e': 0.15259010575688386}",25,12,-27.108081882768456,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
189,False,"{'a': 0.01, 'e': 0.15107180883637084}",20,7,-1.39601197204557,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
190,False,"{'a': 0.01, 'e': 0.14956861922263504}",25,4,-2.7343584866865247,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 0}",1
191,False,"{'a': 0.01, 'e': 0.14808038659546244}",25,14,9.111736765371308,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
192,False,"{'a': 0.01, 'e': 0.14660696213035015}",25,0,33.885881255235205,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
193,False,"{'a': 0.01, 'e': 0.14514819848362373}",25,14,0.25301073759332215,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
194,False,"{'a': 0.01, 'e': 0.14370394977770293}",25,9,24.52251028195309,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.01, 'e': 0.14227407158651359}",20,3,27.649125010428897,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.01, 'e': 0.140858420921045}",20,0,32.365114961641986,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
197,False,"{'a': 0.01, 'e': 0.13945685621505094}",20,6,17.969597318041725,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.01, 'e': 0.13806923731089282}",20,9,7.04355355245502,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
199,False,"{'a': 0.01, 'e': 0.13669542544552385}",20,3,3.154507977905869,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
200,False,"{'a': 0.01, 'e': 0.1353352832366127}",20,4,16.92069080012633,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
201,False,"{'a': 0.01, 'e': 0.13398867466880493}",20,0,-11.775122760744287,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
202,False,"{'a': 0.01, 'e': 0.13265546508012172}",20,0,14.970802735773871,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
203,False,"{'a': 0.01, 'e': 0.13133552114849303}",20,12,-0.9170752654751484,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.01, 'e': 0.13002871087842591}",25,1,29.129011279920228,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
205,False,"{'a': 0.01, 'e': 0.12873490358780423}",20,13,15.975713565469745,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.01, 'e': 0.12745396989482075}",25,2,20.5956595996636,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
207,False,"{'a': 0.01, 'e': 0.12618578170503877}",25,3,-27.47918485067546,"{0: 17, 1: 0, 2: 4, 3: 1, 4: 0}",1
208,False,"{'a': 0.01, 'e': 0.12493021219858241}",30,0,38.067773228314685,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
209,False,"{'a': 0.01, 'e': 0.12368713581745483}",25,0,31.851559558596897,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
210,False,"{'a': 0.01, 'e': 0.12245642825298191}",25,0,31.883227383586966,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
211,False,"{'a': 0.01, 'e': 0.12123796643338168}",25,15,4.521312470006038,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
212,False,"{'a': 0.01, 'e': 0.12003162851145673}",20,10,15.297592083211915,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.01, 'e': 0.11883729385240965}",25,0,21.149850454132217,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
214,False,"{'a': 0.01, 'e': 0.11765484302177918}",20,1,21.33190815696626,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 0.01, 'e': 0.11648415777349697}",20,0,-11.580141537974265,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
216,False,"{'a': 0.01, 'e': 0.11532512103806251}",20,14,12.776746865642162,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.01, 'e': 0.1141776169108365}",30,15,19.78579950699217,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.01, 'e': 0.11304153064044985}",20,10,20.316595056475943,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.01, 'e': 0.11191674861732888}",30,13,-8.992322510951682,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
220,False,"{'a': 0.01, 'e': 0.11080315836233387}",20,5,17.788905118245456,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.01, 'e': 0.10970064851551141}",25,3,39.52057670147562,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.01, 'e': 0.10860910882495796}",20,8,-18.070410672053278,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
223,False,"{'a': 0.01, 'e': 0.10752843013579495}",20,0,20.062733888624894,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
224,False,"{'a': 0.01, 'e': 0.10645850437925281}",20,0,31.3915212843946,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
225,False,"{'a': 0.01, 'e': 0.10539922456186433}",20,6,24.314804781471885,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.01, 'e': 0.10435048475476499}",25,0,25.25371834213025,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
227,False,"{'a': 0.01, 'e': 0.1033121800831002}",30,23,9.594084578747633,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.01, 'e': 0.10228420671553744}",30,17,25.551437838384008,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.01, 'e': 0.1012664618538834}",20,6,16.832186369621056,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.01, 'e': 0.10025884372280371}",30,0,-32.84720272461607,"{0: 26, 1: 0, 2: 1, 3: 3, 4: 0}",0
231,False,"{'a': 0.01, 'e': 0.099261251559645658}",25,8,28.104480794141203,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.01, 'e': 0.098273585604361544}",20,0,30.306297575653232,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
233,False,"{'a': 0.01, 'e': 0.097295747089532758}",35,13,27.05475775930472,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
234,False,"{'a': 0.01, 'e': 0.096327638230493035}",35,15,-28.111921418090343,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
235,False,"{'a': 0.01, 'e': 0.095369162215549613}",20,6,14.266316517074554,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.01, 'e': 0.094420223196302347}",20,13,10.896305602568052,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.01, 'e': 0.093480726278058465}",20,11,13.381454136908616,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.01, 'e': 0.09255057751034329}",25,2,33.62973875491771,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.01, 'e': 0.091629683877504836}",35,0,59.47451481512676,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.01, 'e': 0.090717953289412512}",20,12,15.554509566683882,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 0.01, 'e': 0.089815294572247628}",25,3,38.89582699082129,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.01, 'e': 0.088921617459386343}",30,16,25.34687212123906,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.01, 'e': 0.088036832582372548}",20,0,-6.270883870221431,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
244,False,"{'a': 0.01, 'e': 0.087160851461981298}",30,7,-29.752580494091507,"{0: 20, 1: 1, 2: 0, 3: 1, 4: 1}",1
245,False,"{'a': 0.01, 'e': 0.086293586499370495}",30,0,27.31917173757391,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
246,False,"{'a': 0.01, 'e': 0.085434950967321233}",20,5,21.22705914191305,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.01, 'e': 0.084584859001564691}",25,6,35.974136757866425,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.01, 'e': 0.083743225592195963}",35,12,36.871516402967444,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.01, 'e': 0.082909966575172661}",35,21,23.690049714519013,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.01, 'e': 0.0820849986238988}",20,4,25.19700887444806,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.01, 'e': 0.081268239240891674}",20,14,11.188274100568528,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.01, 'e': 0.080459606749532439}",20,16,7.732763993072236,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.01, 'e': 0.079659020285898011}",30,10,31.60877440394775,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,False,"{'a': 0.01, 'e': 0.078866399790674946}",20,15,9.12298698853408,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,False,"{'a': 0.01, 'e': 0.078081666001153127}",25,0,36.61129157249156,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
256,False,"{'a': 0.01, 'e': 0.077304740443299741}",25,0,8.74673408478421,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
257,False,"{'a': 0.01, 'e': 0.076535545423911513}",20,6,22.620661881763805,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,False,"{'a': 0.01, 'e': 0.075774004022845481}",30,15,-29.74801090573299,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
259,False,"{'a': 0.01, 'e': 0.075020040085326978}",20,5,27.31514684934484,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.01, 'e': 0.074273578214333877}",20,6,24.415797411063828,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.01, 'e': 0.073534543763057097}",30,13,27.51482934303071,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.01, 'e': 0.072802862827435588}",20,0,1.1690611252456855,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
263,False,"{'a': 0.01, 'e': 0.0720784622387661}",30,0,32.71269902125945,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.01, 'e': 0.071361269556386053}",20,0,22.464833575911708,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
265,False,"{'a': 0.01, 'e': 0.070651213060429596}",20,0,30.797603687589024,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
266,False,"{'a': 0.01, 'e': 0.069948221744655356}",20,0,-17.589565585048703,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
267,False,"{'a': 0.01, 'e': 0.069252225309345994}",20,0,33.818743642621534,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
268,False,"{'a': 0.01, 'e': 0.068563154154277911}",30,8,0.09704131215323097,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
269,False,"{'a': 0.01, 'e': 0.067880939371761442}",20,4,13.807505272844267,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.01, 'e': 0.067205512739749756}",20,14,11.773297078435418,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.01, 'e': 0.066536806715016855}",25,2,30.17347415606935,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,False,"{'a': 0.01, 'e': 0.065874754426402948}",20,0,17.121092698234733,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
273,False,"{'a': 0.01, 'e': 0.065219289668127525}",20,0,26.72645250183679,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
274,False,"{'a': 0.01, 'e': 0.06457034689316847}",20,8,22.2692611297079,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
275,False,"{'a': 0.01, 'e': 0.06392786120670757}",30,3,17.35712998787195,"{0: 24, 1: 2, 2: 1, 3: 0, 4: 0}",1
276,False,"{'a': 0.01, 'e': 0.063291768359640704}",25,20,11.651390331964723,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.01, 'e': 0.062662004742153152}",25,11,-18.491810839914802,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
278,False,"{'a': 0.01, 'e': 0.06203850737735829}",25,0,40.50643370197113,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
279,False,"{'a': 0.01, 'e': 0.061421213915000127}",20,13,14.66396664913593,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.01, 'e': 0.060810062625217952}",20,6,10.72779236476104,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.01, 'e': 0.060204992392373542}",20,0,26.02343748173312,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
282,False,"{'a': 0.01, 'e': 0.059605942708939368}",20,11,-6.3704554094663095,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
283,False,"{'a': 0.01, 'e': 0.059012853669447841}",20,12,13.55083319285207,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.01, 'e': 0.058425665964500828}",20,6,14.036694592433925,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
285,False,"{'a': 0.01, 'e': 0.057844320874838456}",25,18,13.606292025314083,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.01, 'e': 0.057268760265467358}",35,18,27.06835880269811,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.01, 'e': 0.056698926579846903}",30,0,39.683783729827326,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
288,False,"{'a': 0.01, 'e': 0.056134762834133725}",30,6,35.52531366546586,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.01, 'e': 0.055576212611483058}",30,0,6.354987318049556,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",1
290,False,"{'a': 0.01, 'e': 0.055023220056407231}",20,0,34.78920472972137,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
291,False,"{'a': 0.01, 'e': 0.054475729869189859}",25,17,14.168105377763329,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.01, 'e': 0.053933687300356019}",30,12,22.019400313231934,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.01, 'e': 0.053397038145197084}",30,15,26.970598738838916,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.01, 'e': 0.052865728738350368}",20,10,20.262506396636713,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.01, 'e': 0.052339705948432381}",20,7,13.362628998978874,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
296,False,"{'a': 0.01, 'e': 0.051818917172725833}",20,6,20.407753514382627,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.01, 'e': 0.051303310331919108}",25,0,26.275673062168423,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
298,False,"{'a': 0.01, 'e': 0.050792833864898503}",20,0,26.146480870463524,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
299,False,"{'a': 0.01, 'e': 0.050287436723591865}",25,8,-13.651414767454405,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
300,False,"{'a': 0.01, 'e': 0.049787068367863944}",30,11,28.864598883384385,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.01, 'e': 0.04929167876046215}",20,14,10.514236025971313,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,False,"{'a': 0.01, 'e': 0.048801218362012962}",20,3,27.089150759490597,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.01, 'e': 0.048315638126067768}",20,8,22.79819727006548,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,False,"{'a': 0.01, 'e': 0.047834889494198368}",30,10,30.841977242040123,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.01, 'e': 0.047358924391140908}",30,12,35.927013858039665,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.01, 'e': 0.046887695219988486}",30,20,6.901725970377189,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
307,False,"{'a': 0.01, 'e': 0.04642115485743125}",20,10,-22.87603667464035,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
308,False,"{'a': 0.01, 'e': 0.045959256649044204}",30,2,43.420255478046364,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.01, 'e': 0.04550195440462157}",20,0,18.620012871825967,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
310,False,"{'a': 0.01, 'e': 0.045049202393557801}",20,9,21.10834585358436,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,False,"{'a': 0.01, 'e': 0.044600955340274535}",20,9,21.025225620782845,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
312,False,"{'a': 0.01, 'e': 0.04415716841969286}",30,20,20.510209194783517,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.01, 'e': 0.043717797252750941}",20,16,3.973499320720103,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.01, 'e': 0.043282797901965896}",20,14,12.748565160434696,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,False,"{'a': 0.01, 'e': 0.042852126867040187}",25,11,7.2433182163977845,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
316,False,"{'a': 0.01, 'e': 0.042425741080511385}",20,0,19.363005270448085,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
317,False,"{'a': 0.01, 'e': 0.042003597903445551}",20,6,-13.402508867870806,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
318,False,"{'a': 0.01, 'e': 0.041585655121173161}",20,8,17.62375097755165,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.01, 'e': 0.04117187093906774}",20,11,13.993622291471034,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,False,"{'a': 0.01, 'e': 0.040762203978366211}",25,0,41.272981283997716,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
321,False,"{'a': 0.01, 'e': 0.040356613272031147}",20,14,10.46935434609286,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.01, 'e': 0.039955058260653896}",20,13,13.650111251031088,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.01, 'e': 0.039557498788398725}",20,16,9.59950477739583,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.01, 'e': 0.039163895098987066}",20,9,22.680585281583113,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.01, 'e': 0.038774207831722009}",20,2,24.714907874001266,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.01, 'e': 0.038388398017552054}",25,7,9.495981800819155,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
327,False,"{'a': 0.01, 'e': 0.038006427075174314}",25,18,13.905428319755769,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
