trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
693,False,"{'a': 0.01, 'e': 0.00097800086839539458}",20,0,26.672586847576387,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
694,False,"{'a': 0.01, 'e': 0.00096826959716140172}",35,5,45.47039573187624,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.01, 'e': 0.00095863515369401986}",30,12,29.504763828444375,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.01, 'e': 0.00094909657454087274}",25,2,31.19766187730651,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.01, 'e': 0.00093965290583609615}",25,0,36.05954785951185,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
698,False,"{'a': 0.01, 'e': 0.00093030320320494902}",30,10,31.161024653243786,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.01, 'e': 0.00092104653166937846}",30,0,38.620709926249944,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
700,False,"{'a': 0.01, 'e': 0.00091188196555451624}",30,14,29.413815812918237,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.01, 'e': 0.00090280858839611358}",20,6,27.304128005779987,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.01, 'e': 0.00089382549284889267}",25,10,29.785179178749065,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.01, 'e': 0.00088493178059581459}",35,0,41.94835634663499,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
704,False,"{'a': 0.01, 'e': 0.00087612656225824167}",25,12,21.401532851929822,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.01, 'e': 0.00086740895730700251}",30,18,26.58995907458689,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.01, 'e': 0.00085877809397433649}",25,12,24.098217262276076,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.01, 'e': 0.00085023310916671944}",20,0,29.615800613343335,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
708,False,"{'a': 0.01, 'e': 0.00084177314837854901}",20,8,21.983901589693623,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.01, 'e': 0.00083339736560669644}",20,10,20.534513121876678,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.01, 'e': 0.00082510492326590384}",25,7,31.824257214347124,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.01, 'e': 0.00081689499210502831}",30,13,32.53964973516467,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.01, 'e': 0.00080876675112411141}",25,0,37.53910323993119,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
713,False,"{'a': 0.01, 'e': 0.0008007193874922814}",35,22,21.211498408993158,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.01, 'e': 0.00079275209646646836}",25,11,29.95504916690373,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.01, 'e': 0.00078486408131093165}",30,0,38.20444345968733,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
716,False,"{'a': 0.01, 'e': 0.00077705455321758156}",25,0,38.494941937293326,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
717,False,"{'a': 0.01, 'e': 0.00076932273122710081}",20,0,29.151722138882267,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
718,False,"{'a': 0.01, 'e': 0.00076166784215084726}",25,0,37.82104374844762,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.01, 'e': 0.00075408912049353333}",25,14,20.93590593669096,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.01, 'e': 0.0007465858083766792}",30,2,43.00845188856137,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.01, 'e': 0.00073915715546281964}",25,6,29.717500849598952,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.01, 'e': 0.00073180241888047277}",20,14,10.838815102565654,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.01, 'e': 0.00072452086314985062}",25,6,30.507469480122474,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.01, 'e': 0.00071731176010931348}",20,8,21.137562999361098,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.01, 'e': 0.00071017438884254903}",35,9,41.47175150157774,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.01, 'e': 0.00070310803560648285}",20,6,24.32123035205151,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.01, 'e': 0.00069611199375990208}",30,14,29.56647773004723,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.01, 'e': 0.00068918556369279311}",20,0,31.211142556502754,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
729,False,"{'a': 0.01, 'e': 0.00068232805275637658}",25,13,21.06271161877314,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.01, 'e': 0.00067553877519384439}",20,15,9.82472361310641,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.01, 'e': 0.00066881705207178172}",25,0,33.27176443881328,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
732,False,"{'a': 0.01, 'e': 0.00066216221121227639}",20,5,21.90765725747186,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.01, 'e': 0.00065557358712569583}",20,9,18.552491288519615,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.01, 'e': 0.0006490505209441411}",30,21,15.889982183744975,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.01, 'e': 0.00064259236035555734}",30,20,12.312174903008172,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.01, 'e': 0.00063619845953850516}",20,6,22.17658008533349,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.01, 'e': 0.00062986817909757402}",25,15,18.681401827873913,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.01, 'e': 0.00062360088599944447}",20,6,24.90124312102736,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.01, 'e': 0.00061739595350958343}",25,17,14.10642646303172,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.01, 'e': 0.0006112527611295723}",25,2,34.72235948187283,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.01, 'e': 0.0006051706945350532}",25,3,35.950064672542226,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.01, 'e': 0.00059914914551429809}",20,14,14.881231317645764,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
743,False,"{'a': 0.01, 'e': 0.00059318751190738704}",25,15,18.678128754781408,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.01, 'e': 0.00058728519754599074}",25,6,32.46393901114528,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.01, 'e': 0.00058144161219375557}",35,18,30.032691729889855,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
746,False,"{'a': 0.01, 'e': 0.00057565617148727611}",25,7,30.235452374509318,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.01, 'e': 0.0005699282968776604}",25,11,25.82662303509723,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
748,False,"{'a': 0.01, 'e': 0.0005642574155726738}",20,0,32.76237525594193,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
749,False,"{'a': 0.01, 'e': 0.00055864296047946108}",20,0,27.17212569034462,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
750,False,"{'a': 0.01, 'e': 0.00055308437014783363}",25,0,36.27285977732927,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
751,False,"{'a': 0.01, 'e': 0.00054758108871412611}",20,6,27.785892509011543,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.01, 'e': 0.00054213256584560862}",20,0,34.9637504332884,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
753,False,"{'a': 0.01, 'e': 0.00053673825668545483}",20,6,27.375642498917166,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,False,"{'a': 0.01, 'e': 0.00053139762179825294}",25,11,24.831875911413363,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.01, 'e': 0.00052611012711606376}",25,3,40.4369894291895,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.01, 'e': 0.00052087524388501219}",25,17,16.081210980711063,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,False,"{'a': 0.01, 'e': 0.00051569244861241381}",25,10,26.50576970330799,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.01, 'e': 0.0005105612230144218}",20,0,27.620497446815204,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
759,False,"{'a': 0.01, 'e': 0.0005054810539642003}",30,22,12.89332990604662,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,False,"{'a': 0.01, 'e': 0.0005004514334406104}",20,10,17.26142281608501,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.01, 'e': 0.00049547185847740932}",25,14,22.738557788187194,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",20,5,29.180507152290396,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,6,22.256624039146548,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",30,0,42.16819596971412,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",30,17,27.050181289932084,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",25,15,16.35236991691886,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",25,15,16.97864225357506,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",25,0,38.66887929336905,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
8,True,"{'a': 0.0, 'e': 0.0}",25,17,13.095468958800543,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",25,14,22.310663602472815,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",25,2,36.12792756129844,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
